ref_id,url,description,method_count
576,https://github.com/apache/kafka/commit/b6183a41342c765daec9c88f9d2723a221131960,Extract And Move Method public fromArgs(args String[]) : ConsumerGroupCommandOptions extracted from package getConsumerGroupService(args String[]) : ConsumerGroupCommand.ConsumerGroupService in class org.apache.kafka.tools.consumer.group.ConsumerGroupCommandTest & moved to class org.apache.kafka.tools.consumer.group.ConsumerGroupCommandOptions,31
577,https://github.com/apache/kafka/commit/b6183a41342c765daec9c88f9d2723a221131960,Extract And Move Method public fromArgs(args String[]) : ConsumerGroupCommandOptions extracted from private prepareConsumerGroupService() : ConsumerGroupCommand.ConsumerGroupService in class org.apache.kafka.tools.consumer.group.SaslClientsWithInvalidCredentialsTest & moved to class org.apache.kafka.tools.consumer.group.ConsumerGroupCommandOptions,13
578,https://github.com/apache/kafka/commit/71bcac3b6ada9872dcdec48f72372d6c5b041c0a,"Extract And Move Method public castToStringObjectMap(inputMap Map<?,?>) : Map<String,Object> extracted from public AbstractConfig(definition ConfigDef, originals Map<?,?>, configProviderProps Map<String,?>, doLog boolean) in class org.apache.kafka.common.config.AbstractConfig & moved to class org.apache.kafka.common.utils.Utils",42
579,https://github.com/apache/kafka/commit/a1ca788c993e3b217a0904c3f4768f0682dc840b,"Extract And Move Method package adminCall(callable Callable<T>, errMsg Supplier<String>) : T extracted from private listTopicAclBindings() : Optional<Collection<AclBinding>> in class org.apache.kafka.connect.mirror.MirrorSourceConnector & moved to class org.apache.kafka.connect.mirror.MirrorUtils",42
580,https://github.com/apache/kafka/commit/ebeef4eb64a36d46565629d2a370eeb1635a7293,Extract And Move Method private shouldInitialize() : boolean extracted from public resetInitializingPositions() : void in class org.apache.kafka.clients.consumer.internals.SubscriptionState & moved to class org.apache.kafka.clients.consumer.internals.SubscriptionState.TopicPartitionState,135
581,https://github.com/apache/kafka/commit/459da4795a511f6933e940fcf105a824bd9e589c,"Extract And Move Method public hasAnyInflightRequest(currentTimeMs long) : boolean extracted from private pollFollowerAsObserver(state FollowerState, currentTimeMs long) : long in class org.apache.kafka.raft.KafkaRaftClient & moved to class org.apache.kafka.raft.RequestManager",129
582,https://github.com/apache/kafka/commit/459da4795a511f6933e940fcf105a824bd9e589c,"Extract And Move Method public onResponseResult(node Node, correlationId long, success boolean, timeMs long) : void extracted from private handleResponse(response RaftResponse.Inbound, currentTimeMs long) : void in class org.apache.kafka.raft.KafkaRaftClient & moved to class org.apache.kafka.raft.RequestManager",129
583,https://github.com/apache/kafka/commit/638844f833b165d6f9ca52c173858d26b7254fac,"Extract And Move Method private append(producerId long, producerEpoch short, verificationGuard VerificationGuard, records List<U>, replay boolean, event DeferredEvent) : void extracted from public run() : void in class org.apache.kafka.coordinator.group.runtime.CoordinatorRuntime.CoordinatorWriteEvent & moved to class org.apache.kafka.coordinator.group.runtime.CoordinatorRuntime.CoordinatorContext",71
584,https://github.com/apache/kafka/commit/638844f833b165d6f9ca52c173858d26b7254fac,"Extract And Move Method private completeTransaction(producerId long, producerEpoch short, coordinatorEpoch int, result TransactionResult, event DeferredEvent) : void extracted from public run() : void in class org.apache.kafka.coordinator.group.runtime.CoordinatorRuntime.CoordinatorCompleteTransactionEvent & moved to class org.apache.kafka.coordinator.group.runtime.CoordinatorRuntime.CoordinatorContext",71
585,https://github.com/apache/kafka/commit/9a239c6142a8f2eb36f1600d1012224c31e58e71,"Extract And Move Method private registerStreamThread(streamThread StreamThread) : void extracted from private createAndAddStreamThread(cacheSizePerThread long, threadIdx int) : StreamThread in class org.apache.kafka.streams.KafkaStreams & moved to class org.apache.kafka.streams.KafkaStreams.StreamStateListener",77
586,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,"Extract And Move Method public of(id int, directoryId Uuid) : ReplicaKey extracted from private handleVoteRequest(requestMetadata RaftRequest.Inbound) : VoteResponseData in class org.apache.kafka.raft.KafkaRaftClient & moved to class org.apache.kafka.raft.internals.ReplicaKey",129
587,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,"Extract And Move Method public of(id int, directoryId Uuid) : ReplicaKey extracted from public fromVotersRecord(voters VotersRecord) : VoterSet in class org.apache.kafka.raft.internals.VoterSet & moved to class org.apache.kafka.raft.internals.ReplicaKey",22
588,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,"Extract And Move Method public of(id int, directoryId Uuid) : ReplicaKey extracted from package testVotedCandidateWithoutVotedDirectoryId() : void in class org.apache.kafka.raft.ElectionStateTest & moved to class org.apache.kafka.raft.internals.ReplicaKey",4
589,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,"Extract And Move Method public of(id int, directoryId Uuid) : ReplicaKey extracted from public testRejectVotesFromSameEpochAfterResigningCandidacy() : void in class org.apache.kafka.raft.KafkaRaftClientTest & moved to class org.apache.kafka.raft.internals.ReplicaKey",103
590,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,"Extract And Move Method public of(id int, directoryId Uuid) : ReplicaKey extracted from public testGrantVotesFromHigherEpochAfterResigningCandidacy() : void in class org.apache.kafka.raft.KafkaRaftClientTest & moved to class org.apache.kafka.raft.internals.ReplicaKey",103
591,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,"Extract And Move Method public of(id int, directoryId Uuid) : ReplicaKey extracted from public testCandidateIgnoreVoteRequestOnSameEpoch() : void in class org.apache.kafka.raft.KafkaRaftClientTest & moved to class org.apache.kafka.raft.internals.ReplicaKey",103
592,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,"Extract And Move Method public of(id int, directoryId Uuid) : ReplicaKey extracted from private voterNode(id int, directoryId Uuid) : VoterSet.VoterNode in class org.apache.kafka.raft.LeaderStateTest & moved to class org.apache.kafka.raft.internals.ReplicaKey",37
593,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,"Extract And Move Method public of(id int, directoryId Uuid) : ReplicaKey extracted from package assertVotedCandidate(epoch int, candidateId int) : void in class org.apache.kafka.raft.RaftClientTestContext & moved to class org.apache.kafka.raft.internals.ReplicaKey",93
594,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,"Extract And Move Method public of(id int, directoryId Uuid) : ReplicaKey extracted from public testCanGrantVoteWithoutDirectoryId(isLogUpToDate boolean) : void in class org.apache.kafka.raft.VotedStateTest & moved to class org.apache.kafka.raft.internals.ReplicaKey",4
595,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,"Extract And Move Method public of(id int, directoryId Uuid) : ReplicaKey extracted from package testCanGrantVoteWithDirectoryId() : void in class org.apache.kafka.raft.VotedStateTest & moved to class org.apache.kafka.raft.internals.ReplicaKey",4
596,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,"Extract And Move Method public of(id int, directoryId Uuid) : ReplicaKey extracted from package testRemoveVoter() : void in class org.apache.kafka.raft.internals.VoterSetTest & moved to class org.apache.kafka.raft.internals.ReplicaKey",20
597,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,"Extract And Move Method public of(id int, directoryId Uuid) : ReplicaKey extracted from package testIsVoterWithoutDirectoryId() : void in class org.apache.kafka.raft.internals.VoterSetTest & moved to class org.apache.kafka.raft.internals.ReplicaKey",20
598,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,Extract And Move Method public isVoter(replicaKey ReplicaKey) : boolean extracted from public isVoter(nodeKey ReplicaKey) : boolean in class org.apache.kafka.raft.internals.VoterSet & moved to class org.apache.kafka.raft.internals.VoterSet.VoterNode,22
599,https://github.com/apache/kafka/commit/adee6f0cc11c37edaf7b47c1f77457d66e80ebe4,Extract And Move Method public voterKeys() : Set<ReplicaKey> extracted from public advanceLocalLeaderHighWatermarkToLogEndOffset() : void in class org.apache.kafka.raft.RaftClientTestContext & moved to class org.apache.kafka.raft.internals.VoterSet,93
600,https://github.com/apache/kafka/commit/9a78122fb0b1b37961139d5c62e49fa758dc08ac,"Extract And Move Method public requiresKnownMemberId(request JoinGroupRequestData, apiVersion short) : boolean extracted from private classicGroupJoinToConsumerGroup(group ConsumerGroup, context RequestContext, request JoinGroupRequestData, responseFuture CompletableFuture<JoinGroupResponseData>) : CoordinatorResult<Void,CoordinatorRecord> in class org.apache.kafka.coordinator.group.GroupMetadataManager & moved to class org.apache.kafka.common.requests.JoinGroupRequest",149
601,https://github.com/apache/kafka/commit/27220d146c5d043da4adc3d636036bd6e7b112d2,Extract And Move Method public summarize() : String extracted from public completeRequest(cb FutureCallback<T>) : T in class org.apache.kafka.connect.runtime.rest.HerderRequestHandler & moved to class org.apache.kafka.connect.util.Stage,7
602,https://github.com/apache/kafka/commit/4de83d38c926bd991ce3e2d2804537a392ae6691,"Extract And Move Method public init(context InternalProcessorContext<KOut,VOut>, processingExceptionHandler ProcessingExceptionHandler) : void extracted from private initializeTopology() : void in class org.apache.kafka.streams.processor.internals.StreamTask & moved to class org.apache.kafka.streams.processor.internals.ProcessorNode",65
603,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,"Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from package SnapshottableCoordinator(logContext LogContext, snapshotRegistry SnapshotRegistry, coordinator S, tp TopicPartition) in class org.apache.kafka.coordinator.group.runtime.SnapshottableCoordinator & moved to class org.apache.kafka.timeline.SnapshotRegistry",12
604,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public updateLastWrittenOffset(offset Long) : void in class org.apache.kafka.coordinator.group.runtime.SnapshottableCoordinator & moved to class org.apache.kafka.timeline.SnapshotRegistry,12
605,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,"Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public GroupMetadataManagerTestContext(time MockTime, timer MockCoordinatorTimer<Void,CoordinatorRecord>, snapshotRegistry SnapshotRegistry, metrics GroupCoordinatorMetricsShard, groupMetadataManager GroupMetadataManager, classicGroupInitialRebalanceDelayMs int, classicGroupNewMemberJoinTimeoutMs int) in class org.apache.kafka.coordinator.group.GroupMetadataManagerTestContext & moved to class org.apache.kafka.timeline.SnapshotRegistry",81
606,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,"Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public replay(record CoordinatorRecord, groupType GroupType) : void in class org.apache.kafka.coordinator.group.GroupMetadataManagerTestContext & moved to class org.apache.kafka.timeline.SnapshotRegistry",81
607,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,"Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from private replay(producerId long, record CoordinatorRecord) : void in class org.apache.kafka.coordinator.group.OffsetMetadataManagerTest.OffsetMetadataManagerTestContext & moved to class org.apache.kafka.timeline.SnapshotRegistry",96
608,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,"Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from private replayEndTransactionMarker(producerId long, result TransactionResult) : void in class org.apache.kafka.coordinator.group.OffsetMetadataManagerTest.OffsetMetadataManagerTestContext & moved to class org.apache.kafka.timeline.SnapshotRegistry",96
609,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testTimelineGaugeCounters() : void in class org.apache.kafka.coordinator.group.metrics.GroupCoordinatorMetricsShardTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,3
610,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testConsumerGroupStateTransitionMetrics() : void in class org.apache.kafka.coordinator.group.metrics.GroupCoordinatorMetricsShardTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,3
611,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public aggregateShards() : void in class org.apache.kafka.coordinator.group.metrics.GroupCoordinatorMetricsTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,4
612,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testAsListedGroup() : void in class org.apache.kafka.coordinator.group.modern.consumer.ConsumerGroupTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,33
613,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testValidateOffsetFetch() : void in class org.apache.kafka.coordinator.group.modern.consumer.ConsumerGroupTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,33
614,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testAsDescribedGroup() : void in class org.apache.kafka.coordinator.group.modern.consumer.ConsumerGroupTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,33
615,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testIsInStatesCaseInsensitive() : void in class org.apache.kafka.coordinator.group.modern.consumer.ConsumerGroupTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,33
616,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testAsListedGroup() : void in class org.apache.kafka.coordinator.group.modern.share.ShareGroupTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,25
617,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testAsDescribedGroup() : void in class org.apache.kafka.coordinator.group.modern.share.ShareGroupTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,25
618,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testIsInStatesCaseInsensitive() : void in class org.apache.kafka.coordinator.group.modern.share.ShareGroupTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,25
619,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,"Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testAddEntriesWithSnapshots() : Map<Integer,String> in class org.apache.kafka.jmh.timeline.TimelineHashMapBenchmark & moved to class org.apache.kafka.timeline.SnapshotRegistry",3
620,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,"Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from private OffsetControlManager(logContext LogContext, snapshotRegistry SnapshotRegistry, metrics QuorumControllerMetrics, time Time) in class org.apache.kafka.controller.OffsetControlManager & moved to class org.apache.kafka.timeline.SnapshotRegistry",26
621,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from package activate(newNextWriteOffset long) : void in class org.apache.kafka.controller.OffsetControlManager & moved to class org.apache.kafka.timeline.SnapshotRegistry,26
622,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from package handleScheduleAtomicAppend(endOffset long) : void in class org.apache.kafka.controller.OffsetControlManager & moved to class org.apache.kafka.timeline.SnapshotRegistry,26
623,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from package maybeAdvanceLastStableOffset() : void in class org.apache.kafka.controller.OffsetControlManager & moved to class org.apache.kafka.timeline.SnapshotRegistry,26
624,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from package endLoadSnapshot(timestamp long) : void in class org.apache.kafka.controller.OffsetControlManager & moved to class org.apache.kafka.timeline.SnapshotRegistry,26
625,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,"Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public replay(message BeginTransactionRecord, offset long) : void in class org.apache.kafka.controller.OffsetControlManager & moved to class org.apache.kafka.timeline.SnapshotRegistry",26
626,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testLoadSnapshot() : void in class org.apache.kafka.controller.AclControlManagerTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,18
627,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testUpdateFeatures() : void in class org.apache.kafka.controller.FeatureControlManagerTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,24
628,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testReplay() : void in class org.apache.kafka.controller.FeatureControlManagerTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,24
629,https://github.com/apache/kafka/commit/4e862c0903195eb11a715271c29304d28036273d,Extract And Move Method public idempotentCreateSnapshot(epoch long) : void extracted from public testUpdateFeaturesErrorCases() : void in class org.apache.kafka.controller.FeatureControlManagerTest & moved to class org.apache.kafka.timeline.SnapshotRegistry,24
630,https://github.com/apache/kafka/commit/b4d5f163a9c5a480efe0a1de3bebf12e35be2a7f,Extract And Move Method public votedKey() : Optional<ReplicaKey> extracted from public testElectionTimeout() : void in class org.apache.kafka.raft.VotedStateTest & moved to class org.apache.kafka.raft.UnattachedState,5
631,https://github.com/apache/kafka/commit/8d29bc1fa8ce75b6807b957ea35ad39e8dd9e04a,"Extract And Move Method public newShareGroupSubscriptionMetadataRecord(groupId String, newSubscriptionMetadata Map<String,TopicMetadata>) : CoordinatorRecord extracted from private shareGroupHeartbeat(groupId String, memberId String, memberEpoch int, rackId String, clientId String, clientHost String, subscribedTopicNames List<String>) : CoordinatorResult<ShareGroupHeartbeatResponseData,CoordinatorRecord> in class org.apache.kafka.coordinator.group.GroupMetadataManager & moved to class org.apache.kafka.coordinator.group.CoordinatorRecordHelpers",189
632,https://github.com/apache/kafka/commit/8d29bc1fa8ce75b6807b957ea35ad39e8dd9e04a,"Extract And Move Method public newShareGroupSubscriptionMetadataRecord(groupId String, newSubscriptionMetadata Map<String,TopicMetadata>) : CoordinatorRecord extracted from private shareGroupFenceMember(group ShareGroup, member ShareGroupMember, response T) : CoordinatorResult<T,CoordinatorRecord> in class org.apache.kafka.coordinator.group.GroupMetadataManager & moved to class org.apache.kafka.coordinator.group.CoordinatorRecordHelpers",189
633,https://github.com/apache/kafka/commit/932e84096a96e199c0772c81bddf3ea3789377ba,"Extract And Move Method public onClose() : boolean extracted from public acknowledgeOnClose(acknowledgementsMap Map<TopicIdPartition,Acknowledgements>, deadlineMs long) : CompletableFuture<Void> in class org.apache.kafka.clients.consumer.internals.ShareConsumeRequestManager & moved to class org.apache.kafka.clients.consumer.internals.ShareConsumeRequestManager.AcknowledgeRequestState",43
634,https://github.com/apache/kafka/commit/d67c18b4aec66fec5d145c9ee737c7a469b8635c,"Extract And Move Method public forConsumer(requireTimestamp boolean, isolationLevel IsolationLevel) : Builder extracted from private sendListOffsetRequest(node Node, timestampsToSearch Map<TopicPartition,ListOffsetsPartition>, requireTimestamp boolean) : RequestFuture<ListOffsetResult> in class org.apache.kafka.clients.consumer.internals.OffsetFetcher & moved to class org.apache.kafka.common.requests.ListOffsetsRequest.Builder",23
